city,state,singel_family
Beachwood, OH,95.7%
Beacon Hill, WA,100.0%
Beacon Square, FL,98.8%
Beacon, IA,
Beacon, NY,106.5%
Beal City, MI,
Bealeton, VA,102.3%
Beallsville, PA,
Beaman, IA,
Bean Station, TN,95.9%
Bear Creek Ranch, TX,98.9%
Bear Creek Village, PA,
Bear Creek, CA,95.7%
Bear Creek, FL,
Bear Creek, TX,
Bear Creek, WI,
Bear Flat, AZ,
Bear Lake, MI,95.4%
Bear River City, UT,97.2%
Bear River, WY,100.0%
Bear Rocks, PA,
Bear Valley Springs, CA,97.7%
Bear, DE,103.3%
Bearcreek, MT,
Beasley, TX,
Beason, IL,
Beatrice, NE,95.3%
Beatty, NV,
Beatty, OR,
Beattystown, NJ,105.2%
Beaufort, NC,96.2%
Beaufort, SC,97.9%
Beaumont, CA,99.8%
Beaumont, TX,94.1%
Beauregard, MS,
Beaux Arts Village, WA,
Beauxart Gardens, TX,
Beaver Creek, MD,98.9%
Beaver Creek, TX,
Beaver Crossing, NE,115.6%
Beaver Dam Lake, NY,100.0%
Beaver Dam, AZ,
Beaver Dam, WI,99.7%
Beaver Falls, PA,95.1%
Beaver Meadows, PA,97.3%
Beaver Springs, PA,
Beaver Valley, AZ,95.4%
Beaver, IA,
Beaver, PA,96.5%
Beavercreek, OH,99.8%
Beavercreek, OR,
Beaverdale, IA,
Beaverdale, PA,
Beaverdam, OH,52.1%
Beaverton, OR,99.5%
Beavertown, PA,94.6%
Bechtelsville, PA,103.7%
Beckemeyer, IL,
Becker, MN,98.3%
Becket, MA,98.9%
Beckett Ridge, OH,99.6%
Beckett, NJ,106.1%
Beckley, WV,
Bedford Heights, OH,100.5%
Bedford Hills, NY,
Bedford Park, IL,
Bedford, IN,99.9%
Bedford, MA,98.8%
Bedford, NY,100.8%
Bedford, OH,97.6%
Bedford, TX,98.5%
Bedford, VA,115.6%
Bedminster, NJ,98.1%
Bee Cave, TX,98.0%
Bee Ridge, FL,94.9%
Bee, NE,91.9%
Beebe, AR,99.5%
Beech Bluff, TN,
Beech Bottom, WV,
Beech Creek, PA,
Beech Grove, IN,99.2%
Beech Grove, KY,
Beech Island, SC,100.1%
Beech Mountain Lakes, PA,96.9%
Beech Mountain, NC,97.2%
Beecher City, IL,
Beecher, IL,96.6%
Beecher, MI,98.1%
Beechmont, KY,99.4%
Beechwood Trails, OH,100.0%
Beechwood Village, KY,97.6%
Beechwood, MI,95.0%
Beechwood, MS,100.0%
Beekman, NY,99.8%
Beekmantown, NY,99.8%
Beesleys Point, NJ,
Beeville, TX,91.8%
Beggs, OK,88.9%
Bel Air North, MD,100.6%
Bel Air South, MD,102.5%
Bel Air, MD,102.0%
Bel Aire, KS,99.3%
Bel-Nor, MO,
Bel-Ridge, MO,104.8%
Belchertown, MA,99.7%
Belding, MI,99.1%
Belfair, WA,101.7%
Belfast, PA,
Belfield, ND,
Belfonte, OK,
Belford, NJ,106.8%
Belfry, MT,
Belgium, IL,103.1%
Belgium, WI,98.7%
Belgrade, MN,100.3%
Belgrade, MT,
Belhaven, NC,97.5%
Bell Acres, PA,107.5%
Bell Arthur, NC,
Bell Buckle, TN,98.4%
Bell Canyon, CA,97.0%
Bell Gardens, CA,
Bell Hill, WA,99.1%
Bell, CA,128.6%
Bell, FL,97.9%
Bella Villa, MO,97.0%
Bella Vista, AR,98.5%
Bella Vista, CA,
Bellair-Meadowbrook Terrace, FL,99.5%
Bellaire, OH,97.7%
Bellaire, TX,95.8%
Bellbrook, OH,100.5%
Belle Center, OH,92.7%
Belle Chasse, LA,96.3%
Belle Fontaine, AL,97.6%
Belle Glade, FL,91.7%
Belle Haven, VA,92.7%
Belle Isle, FL,97.5%
Belle Mead, NJ,105.6%
Belle Meade, TN,98.8%
Belle Plaine, IA,97.3%
Belle Plaine, KS,89.9%
Belle Plaine, MN,100.8%
Belle Rive, IL,
Belle Rose, LA,
Belle Terre, NY,105.0%
Belle Vernon, PA,102.2%
Belle, WV,
Belleair Beach, FL,96.8%
Belleair Bluffs, FL,84.0%
Belleair Shore, FL,100.0%
Belleair, FL,91.3%
Bellechester, MN,
Bellefontaine Neighbors, MO,96.1%
Bellefontaine, OH,100.7%
Bellefonte, AR,
Bellefonte, DE,
Bellefonte, KY,98.5%
Bellefonte, PA,100.9%
Bellemeade, KY,
Bellemont, AZ,99.8%
Belleplain, NJ,91.8%
Bellerive Acres, MO,
Bellerive, MO,
Bellerose Terrace, NY,97.4%
Bellerose, NY,
Belleview, FL,96.2%
Belleview, KY,
Belleville, AR,
Belleville, IL,101.5%
Belleville, MI,101.7%
Belleville, NY,
Belleville, PA,100.0%
Belleville, WI,
Bellevue, ID,
Bellevue, IL,100.0%
Bellevue, KY,100.4%
Bellevue, MI,103.0%
Bellevue, NE,99.3%
Bellevue, OH,94.7%
Bellevue, PA,97.8%
Bellevue, WA,101.6%
Bellevue, WI,98.4%
Bellewood, KY,104.3%
Bellflower, CA,99.5%
Bellflower, IL,
Bellfountain, OR,
Bellingham, MA,107.4%
Bellingham, WA,99.8%
Bellmawr, NJ,104.7%
Bellmead, TX,
Bellmont, NY,
Bellmore, NY,101.6%
Bellport, NY,98.5%
Bells, TN,96.0%
Bells, TX,97.8%
Bellview, FL,97.5%
Bellville, OH,100.6%
Bellville, TX,94.6%
Bellvue, CO,96.7%
Bellwood, IL,102.3%
Bellwood, PA,88.7%
Bellwood, VA,101.2%
Belmar, NJ,101.9%
Belmont Estates, VA,95.2%
Belmont, CA,107.3%
Belmont, MA,100.7%
Belmont, NC,98.4%
Belmont, NH,
Belmont, OH,
Belmont, PA,112.5%
Belmont, VA,101.2%
Beloit, OH,
Beloit, WI,101.2%
Belpre, OH,95.8%
Belt, MT,
Belterra, TX,98.1%
Belton, MO,
Belton, SC,96.0%
Belton, TX,97.4%
Beltsville, MD,100.3%
Belvedere Park, GA,99.4%
Belvedere, CA,97.0%
Belvedere, SC,97.3%
Belvidere, IL,102.3%
Belvidere, NJ,
Belvidere, TN,
Belview, VA,
Belville, NC,100.7%
Belwood, NC,94.1%
Bement, IL,100.0%
Bemidji, MN,99.1%
Bemiss, GA,98.8%
Bemus Point, NY,
Ben Avon Heights, PA,
Ben Avon, PA,
Ben Avon, SC,
Ben Bolt, TX,
Ben Lomond, CA,100.4%
Bena, MN,
Benavides, TX,
Benbow, CA,
Benbrook, TX,95.6%
Bend, CA,
Bend, OR,98.7%
Bendena, KS,
Bendersville, PA,113.9%
Bendon, MI,96.0%
Benedict, MD,
Benicia, CA,98.1%
Benjamin, UT,97.7%
Benld, IL,101.4%
Bennet, NE,100.4%
Bennett, CO,100.3%
Bennett, NC,
Bennettsville, SC,
Bennington, KS,
Bennington, NE,98.4%
Bennington, NH,97.6%
Bennington, OK,
Bennington, VT,99.3%
Benns Church, VA,
Bensalem, PA,100.9%
Bensenville, IL,99.9%
Bensley, VA,97.8%
Benson, AZ,95.5%
Benson, IL,
Benson, NC,97.8%
Benson, PA,
Benson, UT,
Benson, VT,
Bensville, MD,100.4%
Bent Creek, NC,
Bent, NM,
Bentley, IA,
Bentley, KS,100.0%
Bentleyville, OH,
Bentleyville, PA,128.3%
Benton City, MO,
Benton City, WA,100.0%
Benton Harbor, MI,90.6%
Benton Heights, MI,98.3%
Benton Park, CA,100.0%
Benton Ridge, OH,93.0%
Benton, AR,98.1%
Benton, KS,100.9%
Benton, LA,99.8%
Benton, MO,100.9%
Benton, MS,
Benton, NY,
Benton, PA,92.0%
Benton, TN,101.8%
Bentonia, MS,
Bentonville, AR,98.8%
Benwood, WV,
Benzonia, MI,92.7%
Berea, KY,97.6%
Berea, OH,101.5%
Berea, SC,101.4%
Beresford, SD,96.7%
Bergen, NY,103.0%
Bergenfield, NJ,100.9%
Bergholz, OH,
Bergman, AR,
Berino, NM,
Berkeley Lake, GA,100.6%
Berkeley, CA,119.7%
Berkeley, IL,103.5%
Berkeley, MO,96.7%
Berkey, OH,
Berkley, CO,100.3%
Berkley, MA,100.7%
Berkley, MI,101.2%
Berkshire Lakes, FL,93.5%
Berkshire, NY,97.0%
Berlin Heights, OH,
Berlin, AL,93.2%
Berlin, GA,
Berlin, IL,
Berlin, MA,95.5%
Berlin, NH,94.2%
Berlin, NJ,101.5%
Berlin, NY,101.3%
Berlin, PA,100.0%
Bermuda Dunes, CA,97.6%
Bermuda Run, NC,95.1%
Bernardston, MA,
Bernardsville, NJ,97.4%
Berne, IN,92.7%
Berne, NY,107.7%
Bernice, LA,
Bernville, PA,88.9%
Berrien Springs, MI,96.7%
Berry Creek, CA,
Berry Hill, TN,
Berrydale, FL,
Berrysburg, PA,
Berryville, TX,90.9%
Berryville, VA,99.4%
Berthold, ND,
Berthoud, CO,99.0%
Bertram, IA,
Bertsch-Oceanview, CA,96.1%
Berwick, LA,97.2%
Berwick, ME,99.0%
Berwick, PA,93.5%
Berwyn Heights, MD,99.0%
Berwyn, IL,101.6%
Berwyn, PA,112.0%
Beryl Junction, UT,
Bessemer Bend, WY,
Bessemer City, NC,95.6%
Bessemer, AL,92.6%
Bessemer, PA,94.1%
Bethalto, IL,100.2%
Bethania, NC,95.2%
Bethany, IN,
Bethany, NY,105.6%
Bethany, OK,96.8%
Bethany, OR,99.2%
Bethany, WV,
Bethel Acres, OK,
Bethel Heights, AR,99.8%
Bethel Island, CA,97.5%
Bethel Park, PA,97.6%
Bethel, CT,100.2%
Bethel, MN,
Bethel, NC,
Bethel, OH,103.1%
Bethel, PA,
Bethel, VT,93.9%
Bethel, WA,100.0%
Bethesda, AR,100.4%
Bethesda, MD,102.2%
Bethesda, OH,100.0%
Bethlehem Village, CT,86.1%
Bethlehem, GA,98.0%
Bethlehem, MS,
Bethlehem, NC,97.1%
Bethlehem, NH,113.8%
Bethlehem, NY,101.4%
Bethlehem, PA,100.9%
Bethlehem, WV,
Bethpage, NY,100.0%
Bethpage, TN,
Bettendorf, IA,97.9%
Bettsville, OH,
Between, GA,100.0%
Beulah Valley, CO,100.0%
Beulah, MI,100.0%
Beurys Lake, PA,75.0%
Beverly Beach, FL,95.5%
Beverly Hills, CA,94.1%
Beverly Hills, FL,96.0%
Beverly Hills, MI,99.4%
Beverly Hills, MO,
Beverly Hills, TX,86.5%
Beverly Shores, IN,94.0%
Beverly, MA,101.8%
Beverly, NJ,101.6%
Beverly, OH,
Beverly, WV,
Bevil Oaks, TX,
Bexley, OH,98.7%
Bibo, NM,
Bicknell, IN,83.4%
Biddeford, ME,100.8%
Bidwell, OH,
Bieber, CA,
Bier, MD,95.4%
Big Bass Lake, PA,97.3%
Big Bay, MI,
Big Bear City, CA,98.4%
Big Bear Lake, CA,96.2%
Big Beaver, PA,
Big Bend, WI,
Big Chimney, WV,
Big Coppitt Key, FL,
Big Flat, AR,
Big Flats, NY,92.3%
Big Horn, WY,
Big Island, VA,
Big Lagoon, CA,
Big Lake, AK,99.6%
Big Lake, MN,100.3%
Big Lake, WA,97.3%
Big Pine Key, FL,95.1%
Big Point, MS,
Big Pool, MD,
Big Rapids, MI,94.1%
Big River, CA,
Big Rock, IL,
Big Sandy, TX,
Big Sky, MT,
Big Spring, TX,
Big Stone Gap East, VA,
Big Stone Gap, VA,97.5%
Big Thicket Lake Estates, TX,97.3%
Bigelow Corners, CT,
Bigelow, AR,
Bigelow, MN,
Bigfoot, TX,
Bigfork, MN,100.0%
Bigfork, MT,
Biggersville, MS,
Biggs, CA,99.8%
Biggsville, IL,
Bigler, PA,
Biglerville, PA,95.8%
Billerica, MA,104.4%
Billings, MO,
Billings, MT,
Billingsley, AL,
Billington Heights, NY,100.0%
Biloxi, MS,96.6%
Biltmore Forest, NC,100.0%
Biltmore, TN,100.0%
Bingham Farms, MI,
Binghamton, NY,102.4%
Biola, CA,
Birch Bay, WA,98.5%
Birch Run, MI,96.1%
Birchwood Lakes, PA,103.7%
Birchwood Village, MN,
Bird-in-Hand, PA,
Birdsboro, PA,
Birdseye, IN,70.1%
Birmingham, AL,95.0%
Birmingham, MI,99.6%
Birmingham, MO,
Birmingham, OH,104.4%
Birnamwood, WI,
Biron, WI,100.0%
Bisbee, AZ,97.9%
Biscay, MN,97.8%
Biscayne Park, FL,97.4%
Bishop Hill, IL,
Bishop Hills, TX,
Bismarck, AR,
Bismarck, IL,
Bismarck, MO,100.0%
Bismarck, ND,96.7%
Bithlo, FL,96.6%
Bixby, OK,97.4%
Bixby, TX,
Black Brook, NY,93.4%
Black Butte Ranch, OR,100.7%
Black Canyon City, AZ,
Black Creek, NC,
Black Creek, WI,88.3%
Black Diamond, FL,95.4%
Black Diamond, WA,102.7%
Black Eagle, MT,
Black Earth, WI,99.3%
Black Forest, CO,
Black Hammock, FL,100.0%
Black Hawk, CO,
Black Jack, MO,100.7%
Black Lick, PA,
Black Mountain, NC,99.0%
Black Point-Green Point, CA,
Black River, NY,100.0%
Black Sands, HI,
Black, AL,91.1%
Blackburn, MO,
Blackburn, OK,
Blackduck, MN,95.5%
Blackfoot, ID,
Blackhawk, CA,100.8%
Blackhawk, SD,
Blacklake, CA,101.0%
Blacklick Estates, OH,99.2%
Blacksburg, SC,97.6%
Blacksburg, VA,98.4%
Blackshear, GA,99.1%
Blackstone, MA,96.7%
Blacktail, ND,
Blackwater, MO,
Blackwell, OK,94.0%
Blackwells Mills, NJ,101.3%
Blackwood, NJ,101.2%
Bladensburg, MD,
Bladensburg, OH,
Blain, PA,
Blaine-Birch Bay, WA,98.5%
Blaine, MN,100.2%
Blaine, OH,82.2%
Blaine, TN,90.0%
Blaine, WA,99.3%
Blair, NE,98.2%
Blair, OK,
Blairs, VA,
Blairstown, IA,
Blairstown, NJ,106.7%
Blairsville, IL,
Blairsville, PA,
Blakely, PA,99.4%
Blakesburg, IA,
Blanchard, ID,100.0%
Blanchard, LA,97.4%
Blanchard, OK,99.0%
Blanchard, PA,
Blanchester, OH,95.2%
Blanco, NM,
Bland, VA,95.0%
Blandburg, PA,
Blandford, MA,
Blandinsville, IL,
Blandon, PA,100.0%
Blanket, TX,
Blasdell, NY,113.4%
Blauvelt, NY,114.3%
Blawenburg, NJ,
Blawnox, PA,
Bleecker, NY,
Blende, CO,107.6%
Blenheim, NY,
Blenheim, SC,
Blennerhassett, WV,
Blessing, TX,
Bliss Corner, MA,99.1%
Blissfield, MI,100.2%
Blodgett Landing, NH,99.3%
Blodgett Mills, NY,
Blomkest, MN,
Bloomdale, OH,
Bloomer, WI,99.0%
Bloomfield Hills, MI,97.2%
Bloomfield, CA,
Bloomfield, KY,103.1%
Bloomfield, NM,
Bloomfield, NY,105.2%
Bloomfield, PA,108.0%
Bloomfield, WI,98.1%
Blooming Grove, NY,98.0%
Blooming Grove, TX,103.1%
Blooming Prairie, MN,96.5%
Blooming Valley, PA,
Bloomingburg, OH,98.9%
Bloomingdale, FL,97.6%
Bloomingdale, GA,98.5%
Bloomingdale, IL,103.2%
Bloomingdale, NJ,103.8%
Bloomingdale, OH,
Bloomingdale, TN,98.4%
Bloomington, CA,96.2%
Bloomington, IL,100.0%
Bloomington, IN,97.3%
Bloomington, MN,100.8%
Bloomington, TX,
Bloomington, WI,
Bloomingville, OH,
Bloomsburg, PA,100.1%
Bloomsbury, NJ,100.0%
Bloomville, OH,89.0%
Blossom, TX,96.3%
Blountsville, AL,96.0%
Blountville, TN,100.1%
Blowing Rock, NC,95.2%
Blucksberg Mountain, SD,
Blue Ash, OH,98.9%
Blue Ball, PA,
Blue Bell, PA,116.7%
Blue Berry Hill, TX,
Blue Clay Farms, NC,
Blue Diamond, NV,
Blue Grass, IA,99.3%
Blue Hills, CT,114.6%
Blue Island, IL,99.1%
Blue Jay, OH,100.0%
Blue Lake, CA,89.9%
Blue Mound, IL,
Blue Mound, KS,
Blue Mound, TX,94.0%
Blue Mounds, WI,95.6%
Blue Point, NY,100.2%
Blue Ridge Manor, KY,
Blue Ridge Summit, PA,
Blue Ridge, AL,
Blue Ridge, AZ,94.8%
Blue Ridge, TX,
Blue Ridge, VA,99.4%
Blue River, CO,
Blue River, WI,
Blue Sky, CO,
Blue Springs, MO,
Blue Summit, MO,
Blue Valley, CO,102.0%
Blue, OK,
Bluefield, VA,102.6%
Bluefield, WV,
Bluewater Acres, NM,
Bluewater Village, NM,
Bluewater, NM,
Bluff City, AR,
Bluff City, TN,93.9%
Bluff Dale, TX,
Bluffdale, UT,97.8%
Bluffs, IL,93.9%
Bluffton, IN,99.3%
Bluffton, OH,98.1%
Bluffton, SC,97.6%
Bluford, IL,96.7%
Blunt, SD,
Bly, OR,
Blyn, WA,
Blythe, CA,92.4%
Blythe, GA,
Blytheville, AR,89.3%
Boalsburg, PA,94.9%
Boardman, OH,97.4%
Boardman, OR,100.0%
Boaz, AL,95.8%
Boaz, WV,94.0%
Boca Raton, FL,94.5%
Bock, MN,97.0%
Bodega Bay, CA,97.6%
Bodfish, CA,98.6%
Boerne, TX,97.7%
Bogalusa, LA,99.6%
Bogota, NJ,104.8%
Bogota, TN,
Bogue Chitto, MS,
Bogue, NC,96.2%
Bogus Hill, CT,
Bohemia, NY,102.8%
Bohners Lake, WI,100.4%
Boiling Spring Lakes, NC,98.1%
Boiling Springs, NC,94.7%
Boiling Springs, PA,100.0%
Boiling Springs, SC,99.6%
Boise, ID,99.0%
Boissevain, VA,
Bokchito, OK,
Bokeelia, FL,95.9%
Bolckow, MO,100.8%
Boles Acres, NM,
Bolinas, CA,115.2%
Bolindale, OH,99.2%
Boling, TX,
Bolingbroke, GA,
Bolingbrook, IL,100.1%
Bolivar Peninsula, TX,97.5%
Bolivar, MO,
Bolivar, OH,93.3%
Bolivar, PA,
Bolivar, WV,98.3%
Bolivia, NC,
Bolton Landing, NY,105.9%
Bolton Ma, MA,101.9%
Bolton, MS,
Bolton, NY,110.8%
Bolton, OH,105.9%
Bolton, VT,106.8%
Bombay Beach, CA,
Bombay, NY,
Bon Air, AL,
Bon Air, VA,103.8%
Bon Secour, AL,98.3%
Bonadelle Ranchos-Madera Ranchos, CA,99.1%
Bonadelle Ranchos, CA,98.3%
Bonanza Hills, TX,
Bonanza Mountain Estates, CO,
Bonanza, AR,100.0%
Bonanza, GA,
Bonanza, OR,93.0%
Bond, MS,
Bondsville, MA,
Bonduel, WI,
Bondurant, IA,99.4%
Bondville, IL,102.6%
Bonfield, IL,117.5%
Bonham, TX,96.1%
Bonita Springs, FL,96.6%
Bonita, CA,97.0%
Bonne Terre, MO,91.7%
Bonneau Beach, SC,99.3%
Bonneau, SC,90.3%
Bonneauville, PA,
Bonner Springs, KS,
Bonner-West Riverside, MT,
Bonney Lake, WA,100.4%
Bonney, TX,
Bonnie Brae, IL,98.3%
Bonnie, IL,
Bonny Doon, CA,95.7%
Bono, AR,94.9%
Bonsall, CA,98.0%
Boody, IL,
Boomer, WV,
Boone, CO,
Boone, IA,98.1%
Boone, NC,97.7%
Boones Mill, VA,
Booneville, MS,
Boonsboro, MD,94.3%
Boonton, NJ,102.8%
Boonville, CA,
Boonville, IN,96.8%
Boonville, MO,
Boonville, NC,101.3%
Boonville, NY,
Booth, WV,
Boothville, LA,
Boothwyn, PA,109.4%
Borden, IN,
Bordentown, NJ,107.4%
Borger, TX,
Boring, OR,
Boron, CA,98.7%
Boronda, CA,85.7%
Borrego Springs, CA,
Boscobel, WI,97.2%
Bossier City, LA,98.4%
Bostic, NC,98.4%
Boston Heights, OH,92.9%
Boston, GA,
Boston, IN,
Boston, KY,
Boston, MA,100.0%
Boston, NY,102.5%
Boston, PA,100.0%
Bostonia, CA,98.1%
Bostwick, GA,
Boswell, IN,93.8%
Boswell, PA,100.0%
Boswell's Corner, VA,
Bothell East, WA,100.6%
Bothell West, WA,100.9%
Bothell, WA,99.9%
Botines, TX,
Botkins, OH,
Botsford, CT,
Boulder Canyon, SD,97.7%
Boulder City, NV,97.4%
Boulder Creek, CA,98.0%
Boulder Hill, IL,110.6%
Boulder, CO,96.8%
Boulder, MT,
Boulevard Gardens, FL,98.3%
Boulevard Park, WA,100.0%
Boulevard, CA,97.3%
Bound Brook, NJ,104.3%
Bountiful, UT,99.4%
Bourbon, IN,100.0%
Bourbonnais, IL,100.8%
Bourg, LA,100.0%
Bourne, MA,100.8%
Bourneville, OH,
Bouton, IA,
Boutte, LA,97.8%
Bovey, MN,100.8%
Bovill, ID,
Bovina, MS,
Bow Mar, CO,
Bow, WA,
Bowdle, SD,
Bowdoinham, ME,
Bowdon, GA,100.0%
Bowen, IL,
Bowers, DE,
Bowers, PA,
Bowersville, OH,
Bowie, AZ,
Bowie, MD,100.6%
Bowler, WI,100.1%
Bowleys Quarters, MD,101.7%
Bowling Green, FL,100.8%
Bowling Green, KY,97.1%
Bowling Green, MD,104.8%
Bowling Green, OH,100.7%
Bowman, SC,
Bowman, TN,
Bowmans Addition, MD,100.3%
Bowmanstown, PA,
Bowmansville, PA,
Bowmore, NC,
Box Elder, SD,99.9%
Box, OK,
Boxborough, MA,103.7%
Boxford, MA,98.2%
Boxholm, IA,
Boyce, LA,
Boyce, VA,98.9%
Boyceville, WI,100.0%
Boyd, MT,
Boyd, TX,95.3%
Boyd, WI,
Boyertown, PA,101.2%
Boyes Hot Springs, CA,100.1%
Boykins, VA,
Boyle, MS,
Boylston, MA,104.4%
Boylston, NY,
Boynton Beach, FL,97.3%
Boynton, OK,
Bozeman, MT,
Braceville, IL,100.0%
Brackenridge, PA,91.8%
Bradbury, CA,
Braddock Heights, MD,97.7%
Braddock Hills, PA,94.4%
Braddock, PA,89.4%
Braddock, VA,101.2%
Braden, TN,92.1%
Bradenton Beach, FL,100.0%
Bradenton, FL,96.4%
Bradenville, PA,
Bradford Woods, PA,109.2%
Bradford, AR,
Bradford, IL,
Bradford, NH,
Bradford, OH,101.3%
Bradford, PA,90.4%
Bradford, RI,
Bradford, TN,
Bradford, VT,101.6%
Bradfordville, FL,98.4%
Bradley Beach, NJ,108.4%
Bradley Gardens, NJ,104.6%
Bradley Junction, FL,100.0%
Bradley, CA,
Bradley, IL,98.4%
Bradley, ME,
Bradley, SC,
Bradner, OH,99.4%
Brady Lake, OH,81.3%
Brady, NE,100.2%
Brady, WA,100.0%
Braggs, OK,
Braham, MN,100.5%
Braidwood, IL,96.8%
Brainards, NJ,
Brainerd, MN,100.4%
Braintree Town, MA,100.8%
Braintree, MA,100.6%
Braman, OK,86.8%
Brambleton, VA,100.4%
Branch, AR,
Branch, LA,100.0%
Branchdale, PA,
Branchville, CT,
Branchville, NJ,98.6%
Branchville, SC,
Branchville, VA,
Brandenburg, KY,99.4%
Brandermill, VA,97.0%
Brandon, FL,98.8%
Brandon, MN,
Brandon, MS,96.3%
Brandon, NY,93.3%
Brandon, SD,96.0%
Brandon, VT,97.5%
Brandon, WI,91.5%
Brandonville, PA,
Brandonville, WV,
Brandsville, MO,
Brandt, OH,
Brandy Station, VA,
Brandywine Bay, NC,98.3%
Brandywine, MD,101.2%
Branford Center, CT,103.4%
Branson, MO,
Brant, NY,100.0%
Braselton, GA,98.8%
Brashear, MO,
Brasher Falls, NY,73.0%
Brasher, NY,78.4%
Brass Castle, NJ,
Braswell, GA,
Bratenahl, OH,
Brawley, CA,103.2%
Braxton, MS,
Bray, OK,
Braymer, MO,
Brazil, IN,98.6%
Brazoria, TX,96.3%
Brazos Bend, TX,
Brazos Country, TX,96.8%
Brea, CA,103.2%
Breathedsville, MD,
Breaux Bridge, LA,96.3%
Breckenridge Hills, MO,100.9%
Breckenridge, CO,94.9%
Breckenridge, MI,78.7%
Breckenridge, MN,92.1%
Breckenridge, OK,
Brecksville, OH,100.1%
Brecon, OH,
Breda, IA,
Breese, IL,97.2%
Breesport, NY,
Breezy Point, MN,97.3%
Breinigsville, PA,100.0%
Bremen, GA,97.4%
Bremen, IN,96.3%
Bremen, OH,100.0%
Bremerton, WA,100.7%
Bremond, TX,
Brenham, TX,96.5%
Brent, AL,99.3%
Brent, FL,101.8%
Brent, OK,
Brentwood, CA,99.7%
Brentwood, MD,100.0%
Brentwood, MO,106.0%
Brentwood, NY,106.4%
Brentwood, PA,97.5%
Brentwood, TN,96.6%
Bressler, PA,
Bret Harte, CA,
Brevard, NC,94.4%
Brewer, ME,100.5%
Brewerton, NY,118.3%
Brewster Heights, NY,101.8%
Brewster Hill, NY,108.4%
Brewster, MA,100.7%
Brewster, MN,103.3%
Brewster, NY,103.3%
Brewster, OH,
Brewton, AL,92.1%
Brian Head, UT,98.5%
Briar Chapel, NC,99.4%
Briar Creek, PA,
Briar, TX,97.0%
Briarcliff Manor, NY,99.4%
Briarcliff, AR,
Briarcliff, TX,95.5%
Briarcliffe Acres, SC,
Briaroaks, TX,
Briartown, OK,86.5%
Briarwood Estates, MO,
Briarwood, KY,
Brice Prairie, WI,102.0%
Brice, OH,105.3%
Brices Creek, NC,98.9%
Brick Center, CO,
Brickerville, PA,103.1%
Bridge City, LA,94.3%
Bridge City, TX,
Bridge Creek, OK,100.0%
Bridgehampton, NY,
Bridgeport, AL,
Bridgeport, CT,100.3%
Bridgeport, KS,
Bridgeport, MI,99.9%
Bridgeport, NJ,
Bridgeport, NY,108.3%
Bridgeport, OH,
Bridgeport, PA,
Bridgeport, TX,90.6%
Bridgeport, WA,
Bridgeport, WV,97.2%
Bridger, MT,
Bridgeton, MO,105.0%
Bridgeton, NC,
Bridgeton, NJ,98.9%
Bridgetown, MS,100.0%
Bridgetown, OH,99.5%
Bridgeview, IL,99.0%
Bridgeville, NJ,116.3%
Bridgeville, PA,100.1%
Bridgewater Center, NJ,103.7%
Bridgewater Town, MA,102.5%
Bridgewater, CT,100.0%
Bridgewater, MA,101.1%
Bridgewater, NJ,105.4%
Bridgewater, NY,127.0%
Bridgewater, PA,97.8%
Bridgewater, SD,
Bridgewater, VA,99.8%
Bridgman, MI,98.4%
Bridgton, ME,96.5%
Brielle, NJ,98.4%
Brier, WA,101.0%
Brigantine, NJ,95.5%
Briggs, OK,
Brigham City, UT,99.5%
Bright, IN,99.7%
Brighton, AL,
Brighton, CO,99.7%
Brighton, IA,
Brighton, IL,96.3%
Brighton, MI,100.1%
Brighton, NY,102.0%
Brighton, TN,96.1%
Brighton, UT,99.7%
Brightwaters, NY,100.7%
Brightwood, VA,
Brilliant, OH,
Brillion, WI,100.7%
Brimfield, IL,
Brimfield, MA,100.0%
Brimfield, OH,110.8%
Brimley, MI,
Brinckerhoff, NY,100.4%
Brinson, GA,
Brisbane, CA,114.1%
Brisbin, PA,
Bristol, CT,102.0%
Bristol, GA,
Bristol, IN,103.1%
Bristol, NH,99.3%
Bristol, NY,102.9%
Bristol, PA,100.0%
Bristol, RI,100.9%
Bristol, TN,98.0%
Bristol, TX,95.7%
Bristol, VA,97.3%
Bristol, WI,96.5%
Bristow Cove, AL,
Bristow, OK,100.8%
Bristow, VA,100.0%
Brittany Farms-the Highlands, PA,102.8%
Britton, MI,101.2%
Broad Brook, CT,100.5%
Broad Creek, NC,97.6%
Broadalbin, NY,102.3%
Broadlands, IL,
Broadlands, VA,99.6%
Broadmoor, CA,103.3%
Broadview Heights, OH,100.2%
Broadview Park, FL,98.6%
Broadview, IL,99.4%
Broadview, MT,
Broadway, NC,
Broadway, NJ,101.3%
Broadway, VA,99.1%
Broadwell, IL,
Brock Hall, MD,100.7%
Brockport, NY,111.9%
Brockton, MA,102.1%
Brocton, NY,
Brodhead, WI,99.4%
Brodheadsville, PA,101.5%
Broeck Pointe, KY,100.0%
Brogden, NC,
Brokaw, WI,
Broken Arrow, OK,98.9%
Bromley, KY,
Bronson, FL,88.4%
Bronson, IA,
Bronson, MI,100.0%
Bronxville, NY,97.5%
Brook Forest, CO,99.0%
Brook Highland, AL,
Brook Park, OH,102.1%
Brook, IN,100.0%
Brookdale, CA,
Brookdale, NJ,117.7%
Brookdale, SC,100.0%
Brookeville, MD,
Brookfield Center, CT,
